"文件","检查结论","字符串候选数","产品文案出现次数"
"packages/ai-runtime/src/agentRuntimeContracts.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/ai-runtime/src/agentRuntimeRegistry.ts","已检查，保留清楚文案或非产品内容","2","0"
"packages/ai-runtime/src/cliSearchPath.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/ai-runtime/src/codexAppServerManager.ts","已检查，保留清楚文案或非产品内容","121","0"
"packages/ai-runtime/src/codexAppServerProtocol.ts","已检查，保留清楚文案或非产品内容","45","0"
"packages/ai-runtime/src/codexModelBudgetSnapshot.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/ai-runtime/src/codexRuntimeGenerationManager.ts","已检查，保留清楚文案或非产品内容","10","0"
"packages/ai-runtime/src/index.ts","已检查，保留清楚文案或非产品内容","57","0"
"packages/ai-runtime/src/modelConnectionCatalog.ts","已检查，保留清楚文案或非产品内容","46","0"
"packages/ai-runtime/src/piHeadlessResourceLoader.ts","已检查，保留清楚文案或非产品内容","5","0"
"packages/ai-runtime/src/piRuntimeWorkerDriver.ts","已检查，保留清楚文案或非产品内容","32","0"
"packages/ai-runtime/src/piRuntimeWorkerProtocol.ts","已检查，保留清楚文案或非产品内容","3","0"
"packages/ai-runtime/src/piSdkRuntimeDriver.ts","已检查，保留清楚文案或非产品内容","75","0"
"packages/ai-runtime/src/piSdkRuntimeWorker.ts","已检查，保留清楚文案或非产品内容","12","0"
"packages/ai-runtime/src/providerCacheDiagnostics.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/ai-runtime/src/providerRuntimeHealth.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/ai-runtime/src/terminalOutput.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/ai-runtime/tsconfig.json","配置、样式或原生工具已检查","0","0"
"packages/code-indexer/package.json","配置、样式或原生工具已检查","0","0"
"packages/code-indexer/src/cli.ts","已检查，保留清楚文案或非产品内容","5","0"
"packages/code-indexer/src/index.ts","已检查，保留清楚文案或非产品内容","7","0"
"packages/code-indexer/tsconfig.json","配置、样式或原生工具已检查","0","0"
"packages/git-core/package.json","配置、样式或原生工具已检查","0","0"
"packages/git-core/src/index.ts","已检查，保留清楚文案或非产品内容","167","0"
"packages/git-core/tsconfig.json","配置、样式或原生工具已检查","0","0"
"packages/graph-engine/package.json","配置、样式或原生工具已检查","0","0"
"packages/graph-engine/src/cli.ts","已检查，保留清楚文案或非产品内容","13","0"
"packages/graph-engine/src/index.ts","已检查，保留清楚文案或非产品内容","7","0"
"packages/graph-engine/tsconfig.json","配置、样式或原生工具已检查","0","0"
"packages/local-server/package.json","配置、样式或原生工具已检查","0","0"
"packages/local-server/src/automationRoutes.ts","已检查，保留清楚文案或非产品内容","3","0"
"packages/local-server/src/automationScheduler.ts","已检查，保留清楚文案或非产品内容","8","0"
"packages/local-server/src/browserAutomation.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/browserDynamicTools.ts","已检查，保留清楚文案或非产品内容","58","0"
"packages/local-server/src/browserFrozenContract.ts","已检查，保留清楚文案或非产品内容","15","0"
"packages/local-server/src/browserFrozenPublicSchemas.ts","已检查，保留清楚文案或非产品内容","9","0"
"packages/local-server/src/codeIntelligenceGraphCache.ts","已检查，保留清楚文案或非产品内容","21","0"
"packages/local-server/src/codeIntelligenceGraphStore.ts","已检查，保留清楚文案或非产品内容","17","0"
"packages/local-server/src/codeIntelligenceQueryApplication.ts","已检查，保留清楚文案或非产品内容","10","0"
"packages/local-server/src/codeIntelligenceQueryRoutes.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/codeMapScanBoundary.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/codexConfigImportService.ts","已检查，保留清楚文案或非产品内容","12","0"
"packages/local-server/src/codexContextDispatchPreparation.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/codexConversationDispatchContext.ts","已检查，保留清楚文案或非产品内容","6","0"
"packages/local-server/src/codexDynamicToolApplication.ts","已检查，保留清楚文案或非产品内容","14","0"
"packages/local-server/src/codexExternalRequestAnswerRecovery.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/codexFinalShutdownApplication.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/codexGoalApplication.ts","已检查，保留清楚文案或非产品内容","2","0"
"packages/local-server/src/codexInteractionRecoveryApplication.ts","已检查，保留清楚文案或非产品内容","8","0"
"packages/local-server/src/codexLegacyImportService.ts","已检查，保留清楚文案或非产品内容","14","0"
"packages/local-server/src/codexModelRequestTiming.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/codexNativeContextProtocol.ts","已检查，保留清楚文案或非产品内容","3","0"
"packages/local-server/src/codexNativeConversationAccess.ts","已检查，保留清楚文案或非产品内容","3","0"
"packages/local-server/src/codexNativeConversationContracts.ts","已检查并修改","0","0"
"packages/local-server/src/codexNativeConversationCoordinator.ts","已检查并修改","102","0"
"packages/local-server/src/codexNativeConversationPolicy.ts","已检查并修改","35","0"
"packages/local-server/src/codexNativeDispatchPipeline.ts","已检查，保留清楚文案或非产品内容","4","0"
"packages/local-server/src/codexNativeRunStateProjection.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/codexNativeUserMessageProjection.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/codexPluginToolApprovalApplication.ts","已检查，保留清楚文案或非产品内容","6","0"
"packages/local-server/src/codexPortableContextCompaction.ts","已检查，保留清楚文案或非产品内容","6","0"
"packages/local-server/src/codexProviderCommandApplication.ts","已检查，保留清楚文案或非产品内容","6","0"
"packages/local-server/src/codexProviderEventFlow.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/codexProviderEventProjection.ts","已检查，保留清楚文案或非产品内容","12","0"
"packages/local-server/src/codexProviderHistoryProjection.ts","已检查，保留清楚文案或非产品内容","21","0"
"packages/local-server/src/codexProviderStopRecoveryApplication.ts","已检查，保留清楚文案或非产品内容","13","0"
"packages/local-server/src/codexProviderThreadAuthority.ts","已检查，保留清楚文案或非产品内容","11","0"
"packages/local-server/src/codexPublicCommandApplication.ts","已检查，保留清楚文案或非产品内容","7","0"
"packages/local-server/src/codexPublicCommandRoutes.ts","已检查，保留清楚文案或非产品内容","21","0"
"packages/local-server/src/codexRecoveredUnsentQueueApplication.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/codexRecoveryStateApplication.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/codexRecoveryTurnState.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/codexRemoteControlConversationSyncApplication.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/codexRolloutRequestUserInput.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/codexServiceTierDowngrade.ts","已检查，保留清楚文案或非产品内容","7","0"
"packages/local-server/src/codexSubagentQueryApplication.ts","已检查，保留清楚文案或非产品内容","10","0"
"packages/local-server/src/codexSubagentQueryRoutes.ts","已检查，保留清楚文案或非产品内容","2","0"
"packages/local-server/src/codexSubagentRuntimeProjection.ts","已检查，保留清楚文案或非产品内容","29","0"
"packages/local-server/src/codexThreadMetadataProjection.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/codexUsageService.ts","已检查，保留清楚文案或非产品内容","5","0"
"packages/local-server/src/commandApplicationPrimitives.ts","已检查，保留清楚文案或非产品内容","5","0"
"packages/local-server/src/commandCenter.ts","已检查，保留清楚文案或非产品内容","55","0"
"packages/local-server/src/commandCenterCommandApplication.ts","已检查，保留清楚文案或非产品内容","13","0"
"packages/local-server/src/computerDynamicTools.ts","已检查，保留清楚文案或非产品内容","24","0"
"packages/local-server/src/contextCompiler.ts","已检查，保留清楚文案或非产品内容","29","0"
"packages/local-server/src/contextDispatchAudit.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/contextDispatchService.ts","已检查，保留清楚文案或非产品内容","7","0"
"packages/local-server/src/contextSourceCatalog.ts","已检查，保留清楚文案或非产品内容","20","0"
"packages/local-server/src/conversationApplicationOperations.ts","已检查并修改","269","0"
"packages/local-server/src/conversationAttachmentGrant.ts","已检查，保留清楚文案或非产品内容","2","0"
"packages/local-server/src/conversationCapabilityQueryApplication.ts","已检查，保留清楚文案或非产品内容","8","0"
"packages/local-server/src/conversationCapabilityQueryRoutes.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/conversationChoiceQueryApplication.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/conversationChoiceQueryRoutes.ts","已检查，保留清楚文案或非产品内容","4","0"
"packages/local-server/src/conversationCommandApplication.ts","已检查并修改","8","0"
"packages/local-server/src/conversationCommandRoutes.ts","已检查，保留清楚文案或非产品内容","19","0"
"packages/local-server/src/conversationDispatchCommandApplication.ts","已检查并修改","12","0"
"packages/local-server/src/conversationDispatchCommandRoutes.ts","已检查，保留清楚文案或非产品内容","8","0"
"packages/local-server/src/conversationExecutionContextOperations.ts","已检查，保留清楚文案或非产品内容","13","0"
"packages/local-server/src/conversationExecutionCoordinator.ts","已检查，保留清楚文案或非产品内容","15","0"
"packages/local-server/src/conversationExpertEventRouting.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/conversationPortableContext.ts","已检查，保留清楚文案或非产品内容","31","0"
"packages/local-server/src/conversationQueueCoreMutationApplication.ts","已检查，保留清楚文案或非产品内容","21","0"
"packages/local-server/src/conversationQueueDispatchScheduler.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/conversationResourcePreview.ts","已检查，保留清楚文案或非产品内容","5","0"
"packages/local-server/src/conversationResources.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/conversationSnapshotV2Api.ts","已检查，保留清楚文案或非产品内容","6","0"
"packages/local-server/src/conversationStoreMigration.ts","已检查，保留清楚文案或非产品内容","29","0"
"packages/local-server/src/conversationSyncProtocol.ts","已检查，保留清楚文案或非产品内容","10","0"
"packages/local-server/src/conversationSyncRoutes.ts","已检查，保留清楚文案或非产品内容","10","0"
"packages/local-server/src/conversationWorkExecutionState.ts","已检查，保留清楚文案或非产品内容","4","0"
"packages/local-server/src/digitalEmployeeOrchestrator.ts","已检查，保留清楚文案或非产品内容","74","0"
"packages/local-server/src/digitalEmployeeRoutes.ts","已检查，保留清楚文案或非产品内容","68","0"
"packages/local-server/src/eventFlowControl.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/executionHostControlApi.ts","已检查，保留清楚文案或非产品内容","6","0"
"packages/local-server/src/executionHostHandoffApi.ts","已检查，保留清楚文案或非产品内容","10","0"
"packages/local-server/src/executionHostStopCommandApplication.ts","已检查并修改","20","0"
"packages/local-server/src/gitCommandApplication.ts","已检查并修改","11","0"
"packages/local-server/src/gitCommandRoutes.ts","已检查，保留清楚文案或非产品内容","28","0"
"packages/local-server/src/gitIntegrationOperations.ts","已检查，保留清楚文案或非产品内容","156","0"
"packages/local-server/src/graphConversationCommandApplication.ts","已检查并修改","10","0"
"packages/local-server/src/graphConversationCommandRoutes.ts","已检查，保留清楚文案或非产品内容","4","0"
"packages/local-server/src/heavyWorkerContracts.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/heavyWorkerEntry.ts","已检查，保留清楚文案或非产品内容","6","0"
"packages/local-server/src/heavyWorkerPool.ts","已检查，保留清楚文案或非产品内容","12","0"
"packages/local-server/src/imConnectionRoutes.ts","已检查，保留清楚文案或非产品内容","12","0"
"packages/local-server/src/imTelegramService.ts","已检查并修改","462","457"
"packages/local-server/src/index.ts","已检查并修改","90","0"
"packages/local-server/src/integrationCommandApplication.ts","已检查并修改","17","0"
"packages/local-server/src/integrationCommandRoutes.ts","已检查，保留清楚文案或非产品内容","21","0"
"packages/local-server/src/legacyCodexThreadMigration.ts","已检查，保留清楚文案或非产品内容","7","0"
"packages/local-server/src/localDataTransfer.ts","已检查，保留清楚文案或非产品内容","21","0"
"packages/local-server/src/localServerPlatformRoutes.ts","已检查并修改","154","0"
"packages/local-server/src/localServerSettingsNormalization.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/localServerSupportOperations.ts","已检查，保留清楚文案或非产品内容","196","0"
"packages/local-server/src/localUserSubmissionProjection.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/managedPortableContextStore.ts","已检查，保留清楚文案或非产品内容","4","0"
"packages/local-server/src/memoryContextApi.ts","已检查，保留清楚文案或非产品内容","25","0"
"packages/local-server/src/misplacedCodexThreadMigration.ts","已检查，保留清楚文案或非产品内容","2","0"
"packages/local-server/src/modelConnectionService.ts","已检查并修改","33","0"
"packages/local-server/src/nativeConversationSubmissionInputs.ts","已检查，保留清楚文案或非产品内容","4","0"
"packages/local-server/src/nativeConversationTitle.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/nativeQueryRouteError.ts","已检查并修改","0","0"
"packages/local-server/src/nonCodexLegacyRuntime.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/performanceObservability.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/piNativeConversationCoordinator.ts","已检查并修改","63","0"
"packages/local-server/src/piProviderCommandDelivery.ts","已检查，保留清楚文案或非产品内容","8","0"
"packages/local-server/src/projectCore.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/projectGitQueryApplication.ts","已检查，保留清楚文案或非产品内容","5","0"
"packages/local-server/src/projectGitQueryRoutes.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/projectQueryApplication.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/projectQueryRoutes.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/providerRuntimeControlApi.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/providerRuntimeRecoveryService.ts","已检查，保留清楚文案或非产品内容","7","0"
"packages/local-server/src/providerSyncAudit.ts","已检查，保留清楚文案或非产品内容","2","0"
"packages/local-server/src/randomId.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/readOnlyValidation.ts","已检查，保留清楚文案或非产品内容","71","0"
"packages/local-server/src/readOnlyValidationPiCoordinator.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/releaseCore.ts","已检查，保留清楚文案或非产品内容","20","0"
"packages/local-server/src/releaseNotesGeneration.ts","已检查，保留清楚文案或非产品内容","11","0"
"packages/local-server/src/releaseUpdateApi.ts","已检查，保留清楚文案或非产品内容","4","0"
"packages/local-server/src/runtimeLogRetention.ts","已检查，保留清楚文案或非产品内容","2","0"
"packages/local-server/src/runtimeProcessIdentity.ts","已检查，保留清楚文案或非产品内容","3","0"
"packages/local-server/src/runtimeQueryApplication.ts","已检查，保留清楚文案或非产品内容","4","0"
"packages/local-server/src/runtimeQueryRoutes.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/runtimeSessionCommandApplication.ts","已检查并修改","14","0"
"packages/local-server/src/runtimeSessionCommandRoutes.ts","已检查，保留清楚文案或非产品内容","56","0"
"packages/local-server/src/securityCore.ts","已检查，保留清楚文案或非产品内容","6","0"
"packages/local-server/src/settingsCommandApplication.ts","已检查，保留清楚文案或非产品内容","14","0"
"packages/local-server/src/storageRecoveryPreflightApi.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/taskAttachmentLifecycle.ts","已检查，保留清楚文案或非产品内容","4","0"
"packages/local-server/src/taskConflictAi.ts","已检查，保留清楚文案或非产品内容","11","0"
"packages/local-server/src/taskCore.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/taskEventFileProjectionService.ts","已检查，保留清楚文案或非产品内容","13","0"
"packages/local-server/src/taskRuntimeOperations.ts","已检查，保留清楚文案或非产品内容","132","0"
"packages/local-server/src/taskStageApplication.ts","已检查，保留清楚文案或非产品内容","36","0"
"packages/local-server/src/taskStageRoutes.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/taskWorkManagement.ts","已检查，保留清楚文案或非产品内容","128","0"
"packages/local-server/src/telegramAdapter.ts","已检查，保留清楚文案或非产品内容","35","0"
"packages/local-server/src/telegramCommandApplication.ts","已检查并修改","17","0"
"packages/local-server/src/telegramPollingApi.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/turnChangeSets.ts","已检查，保留清楚文案或非产品内容","46","0"
"packages/local-server/src/turnProcessProjector.ts","已检查，保留清楚文案或非产品内容","11","0"
"packages/local-server/src/unboundConversationArchiveApplication.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/usageOverviewService.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/workManagementCommandApplication.ts","已检查并修改","13","0"
"packages/local-server/src/workManagementCoreCommandRoutes.ts","已检查，保留清楚文案或非产品内容","2","0"
"packages/local-server/src/workManagementCoreOperations.ts","已检查，保留清楚文案或非产品内容","58","0"
"packages/local-server/src/workManagementProjectCommandRoutes.ts","已检查，保留清楚文案或非产品内容","2","0"
"packages/local-server/src/workManagementProjectOperations.ts","已检查，保留清楚文案或非产品内容","14","0"
"packages/local-server/src/workManagementQueryApplication.ts","已检查，保留清楚文案或非产品内容","4","0"
"packages/local-server/src/workManagementQueryRoutes.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/workManagementTaskCommandRoutes.ts","已检查，保留清楚文案或非产品内容","6","0"
"packages/local-server/src/workManagementTaskEffectService.ts","已检查，保留清楚文案或非产品内容","5","0"
"packages/local-server/src/workManagementTaskInput.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/local-server/src/workManagementTaskOperations.ts","已检查，保留清楚文案或非产品内容","65","0"
"packages/local-server/src/workspaceGitCommandApplication.ts","已检查并修改","10","0"
"packages/local-server/src/workspaceGitCommandRoutes.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/local-server/src/zentaoCredentialService.ts","已检查并修改","18","0"
"packages/local-server/src/zeusConversationPluginRuntime.ts","已检查，保留清楚文案或非产品内容","13","0"
"packages/local-server/src/zeusDataLayout.ts","已检查，保留清楚文案或非产品内容","4","0"
"packages/local-server/src/zeusPluginHookRuntime.ts","已检查，保留清楚文案或非产品内容","30","0"
"packages/local-server/src/zeusPluginManifest.ts","已检查，保留清楚文案或非产品内容","63","0"
"packages/local-server/src/zeusPluginMcpBroker.ts","已检查，保留清楚文案或非产品内容","27","0"
"packages/local-server/src/zeusPluginRoutes.ts","已检查，保留清楚文案或非产品内容","12","0"
"packages/local-server/src/zeusPluginService.ts","已检查，保留清楚文案或非产品内容","43","0"
"packages/local-server/src/zeusPluginSource.ts","已检查，保留清楚文案或非产品内容","53","0"
"packages/local-server/src/zeusSkillService.ts","已检查，保留清楚文案或非产品内容","40","0"
"packages/local-server/src/zeusToolRegistry.ts","已检查，保留清楚文案或非产品内容","9","0"
"packages/local-server/tsconfig.json","配置、样式或原生工具已检查","0","0"
"packages/shared/package.json","配置、样式或原生工具已检查","0","0"
"packages/shared/src/browser.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/shared/src/codexUsage.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/shared/src/commandEnvelope.ts","已检查，保留清楚文案或非产品内容","29","0"
"packages/shared/src/commandGovernance.ts","已检查，保留清楚文案或非产品内容","10","0"
"packages/shared/src/commands.ts","已检查，保留清楚文案或非产品内容","19","0"
"packages/shared/src/conversationContext.ts","已检查，保留清楚文案或非产品内容","11","0"
"packages/shared/src/conversationDispatchWire.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/shared/src/conversationResources.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/shared/src/conversationSnapshotV2Wire.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/shared/src/executionHostStopCommand.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/shared/src/im.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/shared/src/index.ts","已检查并修改","0","0"
"packages/shared/src/portableConversationContext.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/shared/src/projectSourceWorkspace.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/shared/src/readOnlyValidation.ts","已检查，保留清楚文案或非产品内容","1","0"
"packages/shared/src/requestUserInput.ts","已检查，保留清楚文案或非产品内容","17","0"
"packages/shared/src/skillIdentity.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/shared/src/sourceLanguage.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/shared/src/taskPush.ts","已检查，保留清楚文案或非产品内容","15","0"
"packages/shared/src/terminalOutput.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/shared/tsconfig.json","配置、样式或原生工具已检查","0","0"
"packages/storage/package.json","配置、样式或原生工具已检查","0","0"
"packages/storage/src/artifactStore.ts","已检查，保留清楚文案或非产品内容","158","0"
"packages/storage/src/auditStore.ts","已检查，保留清楚文案或非产品内容","6","0"
"packages/storage/src/automationStore.ts","已检查，保留清楚文案或非产品内容","112","0"
"packages/storage/src/commandDeliveryStore.ts","已检查，保留清楚文案或非产品内容","81","0"
"packages/storage/src/commands.ts","已检查，保留清楚文案或非产品内容","50","0"
"packages/storage/src/conversationExecutionStore.ts","已检查，保留清楚文案或非产品内容","185","0"
"packages/storage/src/conversationExpertStore.ts","已检查，保留清楚文案或非产品内容","74","0"
"packages/storage/src/conversationHotQueryIndexes.ts","已检查，保留清楚文案或非产品内容","46","0"
"packages/storage/src/conversationItemTypes.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/storage/src/conversationLegacyCutover.ts","已检查，保留清楚文案或非产品内容","28","0"
"packages/storage/src/conversationProviderItemStore.ts","已检查，保留清楚文案或非产品内容","30","0"
"packages/storage/src/conversationSnapshotV2.ts","已检查并修改","83","0"
"packages/storage/src/conversationStore.ts","已检查，保留清楚文案或非产品内容","303","0"
"packages/storage/src/conversationSyncEventStore.ts","已检查，保留清楚文案或非产品内容","63","0"
"packages/storage/src/databasePerformance.ts","已检查，保留清楚文案或非产品内容","3","0"
"packages/storage/src/databasePort.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/storage/src/digitalEmployeeCapabilityMigration.ts","已检查，保留清楚文案或非产品内容","11","0"
"packages/storage/src/digitalEmployeeLegacyRetirementMigration.ts","已检查，保留清楚文案或非产品内容","5","0"
"packages/storage/src/digitalEmployeeStageHandoffMigration.ts","已检查，保留清楚文案或非产品内容","12","0"
"packages/storage/src/digitalEmployeeStore.ts","已检查，保留清楚文案或非产品内容","150","0"
"packages/storage/src/executionHostHandoffStore.ts","已检查，保留清楚文案或非产品内容","44","0"
"packages/storage/src/executionHostWorkStore.ts","已检查，保留清楚文案或非产品内容","22","0"
"packages/storage/src/imStore.ts","已检查，保留清楚文案或非产品内容","71","0"
"packages/storage/src/index.ts","已检查，保留清楚文案或非产品内容","431","0"
"packages/storage/src/longTermMemoryStore.ts","已检查，保留清楚文案或非产品内容","41","0"
"packages/storage/src/pluginStore.ts","已检查，保留清楚文案或非产品内容","82","0"
"packages/storage/src/projectionDatabaseCandidate.ts","已检查，保留清楚文案或非产品内容","42","0"
"packages/storage/src/projectionDatabaseRuntime.ts","已检查，保留清楚文案或非产品内容","26","0"
"packages/storage/src/randomId.ts","已检查，保留清楚文案或非产品内容","0","0"
"packages/storage/src/recoveryBackup.ts","已检查，保留清楚文案或非产品内容","115","0"
"packages/storage/src/recoveryCandidatePromotion.ts","已检查，保留清楚文案或非产品内容","58","0"
"packages/storage/src/runtimeSessionStore.ts","已检查，保留清楚文案或非产品内容","54","0"
"packages/storage/src/tableOwnership.ts","已检查，保留清楚文案或非产品内容","10","0"
"packages/storage/src/taskEventFileProjectionStore.ts","已检查，保留清楚文案或非产品内容","14","0"
"packages/storage/src/taskStageStore.ts","已检查，保留清楚文案或非产品内容","102","0"
"packages/storage/src/taskWorkStore.ts","已检查，保留清楚文案或非产品内容","77","0"
"packages/storage/src/turnChangeStore.ts","已检查，保留清楚文案或非产品内容","16","0"
"packages/storage/src/workManagementStore.ts","已检查，保留清楚文案或非产品内容","178","0"
"packages/storage/tsconfig.json","配置、样式或原生工具已检查","0","0"
"packages/shared/src/userFacingError.ts","已检查并修改","679","672"
