"文件","原入口","原行号","原文","结论"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","languageCopy.zh-CN.codeWorkspace.projectConfig.defaultTaskPromptHelp","832","用于图谱问答等项目级上下文，不进入正式任务首发。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","languageCopy.en-US.codeWorkspace.projectConfig.defaultTaskPromptHelp","2304","Used for project-level contexts such as graph Q&A, not formal task dispatch.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/features/workspace/workspaceSupport.tsx","applyRuntimeEndedEventToConversation.summary","517","Runtime 会话 ${sessionId} 已结束${exitCode === null ? '' : `，exitCode=${exitCode}`}","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderStartupFailure","544","启动失败","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderStartupFailure","548","Zeus 现在无法使用。重新启动会停止遗留工作，并重新启动全部相关进程。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderStartupFailure","552","详细信息已写入本机运行日志。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderStartupFailure.restart","556","重新启动","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderStartupFailure","559","正在重新启动…","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderStartupFailure","565","重新启动","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderConversationStoreMigration","631","会话数据升级已安全暂停","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderConversationStoreMigration","631","正在升级会话数据","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderConversationStoreMigration","635","候选库提升后校验未完成。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderConversationStoreMigration","635","候选库未通过校验。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderConversationStoreMigration","636","${migrationPhaseLabel(status.phase)}。升级完成前，本地服务和正常业务界面不会启动。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderConversationStoreMigration.retry","643","重试迁移","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderConversationStoreMigration","646","正在重试…","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderConversationStoreMigration","651","重试迁移","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","renderConversationStoreMigration.diagnostics","655","查看诊断","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","migrationButton.border","674","1px solid #202124","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","migrationButton.border","674","1px solid #d0d2d7","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","migrationPhaseLabel","683","正在检查磁盘空间、权限和数据库锁","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","migrationPhaseLabel","684","正在构建候选库和安全回退库","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","migrationPhaseLabel","685","正在逐项校验迁移映射和数据库一致性","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","migrationPhaseLabel","686","正在同卷原子提升候选库","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","migrationPhaseLabel","687","候选库已经提升，正在等待提升后校验收敛","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/main.tsx","migrationPhaseLabel","688","正在准备会话数据","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ContextUsageIndicator.tsx","contextUsageCopy.estimatedHeadroomExact","153","${new Intl.NumberFormat(language).format(estimatedHeadroomTokens)} Token (${zh ? '估算，不是 Provider 实测' : 'estimate, not Provider-measured'})","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ContextUsageIndicator.tsx","contextUsageCopy.empty","157","完成首轮后显示真实上下文占用。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ContextUsageIndicator.tsx","contextUsageCopy.empty","157","Measured context usage appears after the first turn.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1511","回答已保存，但原会话恢复超时；续接尚未发送。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1512","Your answer was saved, but restoring the original conversation timed out. The continuation was not sent.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1514","回答已保存，但原会话恢复失败；续接尚未发送。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1515","Your answer was saved, but the original conversation could not be restored. The continuation was not sent.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1521","消息尚未被 Zeus 接收；重试会沿用原消息身份，不会创建第二条消息。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1522","Zeus has not accepted this message. Retrying reuses the original message identity.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1524","暂时无法确认 Zeus 是否已经接收；系统不会盲目重复发送。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1525","Zeus acceptance cannot be confirmed yet. The message will not be replayed blindly.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1528","无法确认上次运行已安全停止。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1528","The previous run could not be confirmed as safely stopped.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1530","这条消息尚未发送，请逐条重试或取消。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1530","This message was not sent. Retry or cancel each recovered message individually.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1534","Codex 模型能力尚未就绪，这条消息未发送。重新连接只刷新运行世代，不会自动重发消息。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1535","Codex model capabilities are not ready. This message was not sent. Reconnecting refreshes the runtime generation without resending it.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1547","重新确认","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1547","Check again","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1555","取消本地消息","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1555","Discard local message","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1562","重新恢复","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1562","Restore again","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1565","取消续接","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1571","重新核对","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1571","Check again","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1580","重新恢复","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ConversationTranscript.tsx","MessageDeliveryOutcomeFeedback","1580","Restore again","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/PendingRequestSurface.tsx","requestImpact","1448","This permission schema is unsupported; Zeus will not send an allow response.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/PendingRequestSurface.tsx","requestImpact","1449","Sends the shown JSON response to the MCP server.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/RuntimeDetails.tsx","RuntimeDetails","83","MCP 启动状态暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/RuntimeDetails.tsx","RuntimeDetails","83","MCP startup status is unavailable.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/RuntimeDetails.tsx","unavailableValue.accessibleLabel","165","暂无数据：${reason}","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/RuntimeDetails.tsx","formatContextUsage","191","上下文窗口为 0，无法计算占用率。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/RuntimeDetails.tsx","formatContextUsage","191","Context window is zero.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/RuntimeDetails.tsx","formatCostSummary","210","费用覆盖率不可确认。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/RuntimeDetails.tsx","formatCostSummary","210","Cost coverage is unavailable.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.model","3384","会话尚未同步模型。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.effort","3385","会话尚未同步推理强度。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.serviceTier.reason","3386","会话尚未同步服务层级。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.serviceTier.reason","3391","用量事件尚未同步实际计费档位。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.totalTokens","3392","会话累计 Token 暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.inputTokens","3393","累计输入 Token 暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.outputTokens","3394","累计输出 Token 暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.reasoningOutputTokens","3395","累计推理 Token 暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.contextTokens","3396","最近请求上下文 Token 暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.contextWindow","3397","模型上下文窗口暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.cacheHitRate","3398","缓存命中率暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.apiEquivalentUsd","3399","当前模型没有可用的 API 等价价格。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.priceCoverage","3400","价格覆盖率暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.pricingCatalogDate","3401","价格目录日期暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.usage.pricingSourceUrls.reason","3402","价格来源暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.performance.latestOutputTokensPerSecond","3406","最近请求缺少可核验的输出计时。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.performance.latestFirstVisibleResponseMs","3407","最近请求缺少首段可见响应计时。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.performance.cumulativeProcessedDurationMs","3408","累计处理耗时暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.activity.turnCount","3411","轮次统计暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.activity.modelRequestCount","3412","模型请求统计暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.activity.toolOrCommandCount","3413","工具与命令统计暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.activity.retryCount","3414","重试统计暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.activity.failedTurnCount","3415","失败轮次统计暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.changeSummary.reason","3420","代码改动统计暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.environment.cwd","3422","会话工作目录暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.environment.branch","3423","会话分支暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.environment.nativeSessionId","3424","会话线程 ID 暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","SessionRuntimeDetails.runtime.environment.nativeSessionPath","3425","会话 JSONL 路径暂无数据。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/StructuredComposerInput.tsx","StructuredComposerInput","97","扩展目录不可用","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/StructuredComposerInput.tsx","StructuredComposerInput","97","Extension catalog unavailable","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/StructuredComposerInput.tsx","StructuredComposerInput","117","数字员工目录不可用","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/StructuredComposerInput.tsx","StructuredComposerInput","117","Digital employee directory unavailable","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/SubagentWorkspace.tsx","SubagentTaskInstruction","250","The current Codex provider did not expose the original subtask instruction. Zeus will not substitute inherited parent context.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ThreadItemView.tsx","TaskPushMessageContent","200","${block.contextKind === 'parent' ? '父任务' : '关联任务'}：${block.taskCode ?? block.taskId} · ${block.taskTitle}","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ThreadItemView.tsx","TaskPushMessageContent","225","附件 ·","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/ThreadItemView.tsx","TaskPushMessageContent","278","附件 ·","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/session/useConversationInputResources.ts","useConversationInputResources.addFiles","67","已添加可读取资源，另有 ${result.failedCount} 项读取失败。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/settings/ModelConnectionsSettingsPane.tsx","protocolDescription","621","Claude 原生 Messages 链路 · 支持缓存断点与缓存用量","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/settings/ModelConnectionsSettingsPane.tsx","protocolDescription","621","Native Claude Messages route · cache breakpoints and usage","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/settings/ModelConnectionsSettingsPane.tsx","protocolDescription","624","OpenAI Responses 原生链路 · 缓存键随会话稳定","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/settings/ModelConnectionsSettingsPane.tsx","protocolDescription","624","Native OpenAI Responses route · stable conversation cache key","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/settings/ModelConnectionsSettingsPane.tsx","protocolDescription","626","OpenAI Chat Completions 兼容链路","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/settings/ModelConnectionsSettingsPane.tsx","protocolDescription","626","OpenAI Chat Completions-compatible route","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/settings/ZentaoSettingsPane.tsx","ZentaoSettingsPane.verify","96","${result.ok ? (zh ? '验证通过：' : 'Verified: ') : ''}${result.message}","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/task/TaskDetailPaneContent.tsx","TaskDetailPaneContent","1346","会话创建失败","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/task/TaskDetailPaneContent.tsx","TaskDetailPaneContent","1346","Conversation creation failed","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/task/TaskGitConflictWorkspace.tsx","FocusedSidePane","474","${props.title}: 选入","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/task/TaskGitConflictWorkspace.tsx","FocusedSidePane","478","${props.title}: 忽略","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/task/TaskModelPushModal.tsx","TaskPushLayoutPreview","454","${block.contextKind === 'parent' ? '父任务' : '关联任务'}：${block.taskCode ?? block.taskId} · ${block.taskTitle}","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/task/TaskModelPushModal.tsx","TaskModelPushModal.modal","1190","This repository has no remote, so a local branch snapshot is used. Local uncommitted changes are excluded by default.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/task/taskWorkspaceModel.ts","buildTaskTableCells.runtimeSession.secondary","694","状态：${taskRuntimeSession.status}","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","secretPatterns","26","Bearer [已脱敏]","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","secretPatterns","27","sk-[已脱敏]","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","secretPatterns","28","$1=[已脱敏]","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","secretPatterns","29","$1[已脱敏]","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","copyByLanguage.zh-CN.title","34","操作未完成","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","copyByLanguage.zh-CN.summary","35","Zeus 没有完成这项操作。可查看详情确认真实原因，关闭后当前工作面会保留。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","copyByLanguage.zh-CN.unavailable","36","当前操作未完成，请稍后重试。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","copyByLanguage.en.title","46","Operation not completed","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","copyByLanguage.en.summary","47","Zeus did not complete this operation. Review the actual cause in Details; closing keeps the current workspace intact.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","copyByLanguage.en.unavailable","48","The current operation did not complete. Please try again.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","visibleCopyByCode.ZEUS_CODEX_LOGIN_REQUIRED.zh-CN","61","Zeus 专属 Codex 尚未登录。请先前往“设置 > AI CLI / Runtime”完成登录，再重试。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","visibleCopyByCode.ZEUS_CODEX_LOGIN_REQUIRED.en","62","The dedicated Codex runtime for Zeus is not signed in. Sign in under Settings > AI CLI / Runtime, then try again.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","visibleCopyByCode.ZEUS_UNIFIED_QUEUE_HEAD_FAILED.zh-CN","65","消息已保存，但后台派发未完成。请点击“重新恢复”进行权威核对；不要重复发送同一消息。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","visibleCopyByCode.ZEUS_UNIFIED_QUEUE_HEAD_FAILED.en","66","Your message was saved, but background dispatch did not complete. Select Restore again to reconcile the authoritative state; do not send the same message again.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","visibleCopyByCode.ZEUS_UNIFIED_QUEUE_SCHEDULER_FAILED.zh-CN","69","消息已保存，但队列调度未完成。请点击“重新恢复”进行权威核对；不要重复发送同一消息。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","visibleCopyByCode.ZEUS_UNIFIED_QUEUE_SCHEDULER_FAILED.en","70","Your message was saved, but queue scheduling did not complete. Select Restore again to reconcile the authoritative state; do not send the same message again.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","visibleCopyByCode.ZEUS_CONTEXT_MODEL_WINDOW_UNAVAILABLE.zh-CN","73","Codex 模型能力尚未就绪，消息尚未发送。请重新连接 Codex，再逐条重试；系统不会自动重发。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"apps/desktop/src/renderer/ui/ApplicationErrorDialog.tsx","visibleCopyByCode.ZEUS_CONTEXT_MODEL_WINDOW_UNAVAILABLE.en","74","Codex model capabilities are not ready, so the message was not sent. Reconnect Codex, then retry messages individually; Zeus will not resend them automatically.","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"packages/local-server/src/imTelegramService.ts","synchronizeServerRequest.limitation","538","此类请求在 Telegram 仅提供失败关闭的拒绝操作；批准请回桌面端。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
"packages/local-server/src/imTelegramService.ts","userVisibleError","2138","这条 Telegram 请求未能完成，请回到 Zeus 桌面端检查连接日志。","此原文不再直接展示；入口已改写、合并或删除，最终中英文见入口清单"
