"文件","入口或词典键","处理结论","当前行号","原文逐项列表","中文逐项列表或双语动态表达式","英文逐项列表","触发条件","现有操作或限制","原因或展示上下文"
"packages/local-server/src/imTelegramService.ts","handleTaskCallback.view","已改写","1262;1262;1300;1300;1322;1322;1329;1329;1336;1336;1348;1348","[{""scope"":""handleTaskCallback.view"",""line"":1179,""text"":""任务内容或状态已变化，本次操作未执行，已刷新为最新信息。"",""when"":[""capability.expectedRevision === null || interactionRevision(task.updatedAt) !== capability.expectedRevision""]},{""scope"":""handleTaskCallback.view"",""line"":1210,""text"":""项目状态已更新为${taskManagementStatusLabel(status)}。"",""when"":[""action.kind === 'status'""]},{""scope"":""handleTaskCallback.view"",""line"":1230,""text"":""已推送到新会话，并已切换当前聊天绑定。"",""when"":[""action.kind === 'push_new'""]},{""scope"":""handleTaskCallback.view"",""line"":1237,""text"":""已推送到当前会话。"",""when"":[""action.kind === 'push_current'""]},{""scope"":""handleTaskCallback.view"",""line"":1244,""text"":""已推送到所选任务会话，并已切换当前聊天绑定。"",""when"":[""action.kind === 'push_existing'""]},{""scope"":""handleTaskCallback.view"",""line"":1251,""text"":""运行状态已更新为${formatTaskRuntimeStatus(updated.status)}。"",""when"":[""action.kind === 'control'""]}]","[{""scope"":""handleTaskCallback.view"",""line"":1262,""text"":""任务已被更新，本次操作未执行。请查看最新信息后重新选择。"",""when"":[""capability.expectedRevision === null || interactionRevision(task.updatedAt) !== capability.expectedRevision""]},{""scope"":""handleTaskCallback.view"",""line"":1300,""text"":""任务状态已更新为${taskManagementStatusLabel(this.options.language?.() ?? 'zh-CN', status)}。"",""when"":[""action.kind === 'status'""]},{""scope"":""handleTaskCallback.view"",""line"":1322,""text"":""已发送到新对话，后续消息将在这个对话中继续。"",""when"":[""action.kind === 'push_new'""]},{""scope"":""handleTaskCallback.view"",""line"":1329,""text"":""已将任务发送到当前对话。"",""when"":[""action.kind === 'push_current'""]},{""scope"":""handleTaskCallback.view"",""line"":1336,""text"":""已发送到所选对话，后续消息将在这个对话中继续。"",""when"":[""action.kind === 'push_existing'""]},{""scope"":""handleTaskCallback.view"",""line"":1348,""text"":""运行状态已更新为${formatTaskRuntimeStatus(this.options.language?.() ?? 'zh-CN', updated.status)}。"",""when"":[""action.kind === 'control'""]}]","[{""scope"":""handleTaskCallback.view"",""line"":1262,""text"":""The task changed, so this action was not performed. Review the latest information and choose again."",""when"":[""capability.expectedRevision === null || interactionRevision(task.updatedAt) !== capability.expectedRevision""]},{""scope"":""handleTaskCallback.view"",""line"":1300,""text"":""Task status updated to ${taskManagementStatusLabel(this.options.language?.() ?? 'zh-CN', status)}."",""when"":[""action.kind === 'status'""]},{""scope"":""handleTaskCallback.view"",""line"":1322,""text"":""Sent to a new conversation. Future messages will continue there."",""when"":[""action.kind === 'push_new'""]},{""scope"":""handleTaskCallback.view"",""line"":1329,""text"":""Task sent to the current conversation."",""when"":[""action.kind === 'push_current'""]},{""scope"":""handleTaskCallback.view"",""line"":1336,""text"":""Sent to the selected conversation. Future messages will continue there."",""when"":[""action.kind === 'push_existing'""]},{""scope"":""handleTaskCallback.view"",""line"":1348,""text"":""Run status updated to ${formatTaskRuntimeStatus(this.options.language?.() ?? 'zh-CN', updated.status)}."",""when"":[""action.kind === 'control'""]}]","[""capability.expectedRevision === null || interactionRevision(task.updatedAt) !== capability.expectedRevision"",""action.kind === 'status'"",""action.kind === 'push_new'"",""action.kind === 'push_current'"",""action.kind === 'push_existing'"",""action.kind === 'control'""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text('任务已被更新，本次操作未执行。请查看最新信息后重新选择。', 'The task changed, so this action was not performed. Review the latest information and choose again.')"",""this.text('任务已被更新，本次操作未执行。请查看最新信息后重新选择。', 'The task changed, so this action was not performed. Review the latest information and choose again.')"",""this.text(`任务状态已更新为${taskManagementStatusLabel(this.options.language?.() ?? 'zh-CN', status)}。`, `Task status updated to ${taskManagementStatusLabel(this.options.language?.() ?? 'zh-CN', status)}.`)"",""this.text(`任务状态已更新为${taskManagementStatusLabel(this.options.language?.() ?? 'zh-CN', status)}。`, `Task status updated to ${taskManagementStatusLabel(this.options.language?.() ?? 'zh-CN', status)}.`)"",""this.text('已发送到新对话，后续消息将在这个对话中继续。', 'Sent to a new conversation. Future messages will continue there.')"",""this.text('已发送到新对话，后续消息将在这个对话中继续。', 'Sent to a new conversation. Future messages will continue there.')"",""this.text('已将任务发送到当前对话。', 'Task sent to the current conversation.')"",""this.text('已将任务发送到当前对话。', 'Task sent to the current conversation.')"",""this.text('已发送到所选对话，后续消息将在这个对话中继续。', 'Sent to the selected conversation. Future messages will continue there.')"",""this.text('已发送到所选对话，后续消息将在这个对话中继续。', 'Sent to the selected conversation. Future messages will continue there.')"",""this.text(`运行状态已更新为${formatTaskRuntimeStatus(this.options.language?.() ?? 'zh-CN', updated.status)}。`, `Run status updated to ${formatTaskRuntimeStatus(this.options.language?.() ?? 'zh-CN', updated.status)}.`)"",""this.text(`运行状态已更新为${formatTaskRuntimeStatus(this.options.language?.() ?? 'zh-CN', updated.status)}。`, `Run status updated to ${formatTaskRuntimeStatus(this.options.language?.() ?? 'zh-CN', updated.status)}.`)""]"
"packages/local-server/src/imTelegramService.ts","taskListView.text","已改写","1385;1387;1389;1389;1392;1393;1396;1396;1397","[{""scope"":""taskListView.text"",""line"":1286,""text"":""‹ 上一页"",""when"":[""page > 1""]},{""scope"":""taskListView.text"",""line"":1288,""text"":""下一页 ›"",""when"":[""page < totalPages""]},{""scope"":""taskListView.text"",""line"":1290,""text"":""新建任务""},{""scope"":""taskListView.text"",""line"":1293,""text"":""任务列表 · ${taskListFilterLabel(filter, statuses)}""},{""scope"":""taskListView.text"",""line"":1294,""text"":""共 ${tasks.length} 项 · 第 ${page}/${totalPages} 页""},{""scope"":""taskListView.text"",""line"":1296,""text"":""当前筛选没有任务，可切换状态或新建任务。"",""when"":[""pageTasks.length === 0""]},{""scope"":""taskListView.text"",""line"":1296,""text"":""点击任务查看详情；最近更新的任务排在前面。"",""when"":[""pageTasks.length === 0""]}]","[{""scope"":""taskListView.text"",""line"":1385,""text"":""‹ 上一页"",""when"":[""page > 1""]},{""scope"":""taskListView.text"",""line"":1387,""text"":""下一页 ›"",""when"":[""page < totalPages""]},{""scope"":""taskListView.text"",""line"":1389,""text"":""新建任务""},{""scope"":""taskListView.text"",""line"":1392,""text"":""任务列表 · ${taskListFilterLabel(this.options.language?.() ?? 'zh-CN', filter, statuses)}""},{""scope"":""taskListView.text"",""line"":1393,""text"":""共 ${tasks.length} 项 · 第 ${page}/${totalPages} 页""},{""scope"":""taskListView.text"",""line"":1396,""text"":""当前筛选没有任务，可切换状态或新建任务。"",""when"":[""pageTasks.length === 0""]},{""scope"":""taskListView.text"",""line"":1397,""text"":""点击任务查看详情，最近更新的任务排在前面。"",""when"":[""pageTasks.length === 0""]}]","[{""scope"":""taskListView.text"",""line"":1389,""text"":""New task""},{""scope"":""taskListView.text"",""line"":1396,""text"":""No tasks match this filter. Change the status filter or create a task."",""when"":[""pageTasks.length === 0""]}]","[""page > 1"",""page < totalPages"",""pageTasks.length === 0""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text('‹ 上一页', '‹ Previous')"",""this.text('下一页 ›', 'Next ›')"",""this.text('新建任务', 'New task')"",""this.text('新建任务', 'New task')"",""this.text(`任务列表 · ${taskListFilterLabel(this.options.language?.() ?? 'zh-CN', filter, statuses)}`, `Tasks · ${taskListFilterLabel(this.options.language?.() ?? 'zh-CN', filter, statuses)}`)"",""this.text(`共 ${tasks.length} 项 · 第 ${page}/${totalPages} 页`, `${tasks.length} tasks · Page ${page}/${totalPages}`)"",""this.text('当前筛选没有任务，可切换状态或新建任务。', 'No tasks match this filter. Change the status filter or create a task.')"",""this.text('当前筛选没有任务，可切换状态或新建任务。', 'No tasks match this filter. Change the status filter or create a task.')"",""this.text('点击任务查看详情，最近更新的任务排在前面。', 'Select a task to view details. Recently updated tasks appear first.')""]"
"packages/local-server/src/imTelegramService.ts","taskDetailView.text","已改写","1408;1408;1411;1411;1413;1413;1415;1415;1418;1418;1422;1422;1423;1423;1425;1425;1426;1426;1434;1435;1440;1440","[{""scope"":""taskDetailView.text"",""line"":1307,""text"":""处理此任务""},{""scope"":""taskDetailView.text"",""line"":1310,""text"":""启动任务"",""when"":[""(task.status === 'draft' || task.status === 'ready' || task.status === 'failed') && !conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1312,""text"":""暂停任务"",""when"":[""task.status === 'running'"",""(task.status === 'draft' || task.status === 'ready' || task.status === 'failed') && !conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1314,""text"":""继续任务"",""when"":[""task.status === 'paused' && !conversationChoiceRequired"",""task.status === 'running'"",""(task.status === 'draft' || task.status === 'ready' || task.status === 'failed') && !conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1317,""text"":""取消任务"",""when"":[""task.status !== 'completed' && task.status !== 'cancelled'""]},{""scope"":""taskDetailView.text"",""line"":1321,""text"":""编辑标题""},{""scope"":""taskDetailView.text"",""line"":1322,""text"":""编辑描述""},{""scope"":""taskDetailView.text"",""line"":1324,""text"":""修改项目状态""},{""scope"":""taskDetailView.text"",""line"":1325,""text"":""‹ 返回任务列表""},{""scope"":""taskDetailView.text"",""line"":1329,""text"":""该任务已有 Codex 会话。点击“处理此任务”可选择新建上下文或继续精确的历史任务会话；启动/继续 Runtime 仍需回桌面端完成会话选择。"",""when"":[""conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1331,""text"":""使用下方按钮操作；按钮 10 分钟内有效。""}]","[{""scope"":""taskDetailView.text"",""line"":1408,""text"":""处理此任务""},{""scope"":""taskDetailView.text"",""line"":1411,""text"":""启动任务"",""when"":[""(task.status === 'draft' || task.status === 'ready' || task.status === 'failed') && !conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1413,""text"":""暂停任务"",""when"":[""task.status === 'running'"",""(task.status === 'draft' || task.status === 'ready' || task.status === 'failed') && !conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1415,""text"":""继续任务"",""when"":[""task.status === 'paused' && !conversationChoiceRequired"",""task.status === 'running'"",""(task.status === 'draft' || task.status === 'ready' || task.status === 'failed') && !conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1418,""text"":""取消任务"",""when"":[""task.status !== 'completed' && task.status !== 'cancelled'""]},{""scope"":""taskDetailView.text"",""line"":1422,""text"":""编辑标题""},{""scope"":""taskDetailView.text"",""line"":1423,""text"":""编辑描述""},{""scope"":""taskDetailView.text"",""line"":1425,""text"":""修改任务状态""},{""scope"":""taskDetailView.text"",""line"":1426,""text"":""‹ 返回任务列表""},{""scope"":""taskDetailView.text"",""line"":1434,""text"":""此任务已有 Codex 对话。点击“处理此任务”可新建或继续任务对话。若要启动其他运行工具，请在 Zeus 桌面端操作。"",""when"":[""conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1440,""text"":""使用下方按钮操作，按钮在 10 分钟内有效。""}]","[{""scope"":""taskDetailView.text"",""line"":1408,""text"":""Work on this task""},{""scope"":""taskDetailView.text"",""line"":1411,""text"":""Start task"",""when"":[""(task.status === 'draft' || task.status === 'ready' || task.status === 'failed') && !conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1413,""text"":""Pause task"",""when"":[""task.status === 'running'"",""(task.status === 'draft' || task.status === 'ready' || task.status === 'failed') && !conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1415,""text"":""Continue task"",""when"":[""task.status === 'paused' && !conversationChoiceRequired"",""task.status === 'running'"",""(task.status === 'draft' || task.status === 'ready' || task.status === 'failed') && !conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1418,""text"":""Cancel task"",""when"":[""task.status !== 'completed' && task.status !== 'cancelled'""]},{""scope"":""taskDetailView.text"",""line"":1422,""text"":""Edit title""},{""scope"":""taskDetailView.text"",""line"":1423,""text"":""Edit description""},{""scope"":""taskDetailView.text"",""line"":1425,""text"":""Change task status""},{""scope"":""taskDetailView.text"",""line"":1426,""text"":""‹ Back to tasks""},{""scope"":""taskDetailView.text"",""line"":1435,""text"":""This task has a Codex conversation. Select Work on this task to start or continue a task conversation. To start other tools, use the Zeus desktop app."",""when"":[""conversationChoiceRequired""]},{""scope"":""taskDetailView.text"",""line"":1440,""text"":""Use the buttons below. They are valid for 10 minutes.""}]","[""(task.status === 'draft' || task.status === 'ready' || task.status === 'failed') && !conversationChoiceRequired"",""task.status === 'running'"",""task.status === 'paused' && !conversationChoiceRequired"",""task.status !== 'completed' && task.status !== 'cancelled'"",""conversationChoiceRequired""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text('处理此任务', 'Work on this task')"",""this.text('处理此任务', 'Work on this task')"",""this.text('启动任务', 'Start task')"",""this.text('启动任务', 'Start task')"",""this.text('暂停任务', 'Pause task')"",""this.text('暂停任务', 'Pause task')"",""this.text('继续任务', 'Continue task')"",""this.text('继续任务', 'Continue task')"",""this.text('取消任务', 'Cancel task')"",""this.text('取消任务', 'Cancel task')"",""this.text('编辑标题', 'Edit title')"",""this.text('编辑标题', 'Edit title')"",""this.text('编辑描述', 'Edit description')"",""this.text('编辑描述', 'Edit description')"",""this.text('修改任务状态', 'Change task status')"",""this.text('修改任务状态', 'Change task status')"",""this.text('‹ 返回任务列表', '‹ Back to tasks')"",""this.text('‹ 返回任务列表', '‹ Back to tasks')"",""this.text(\n                '此任务已有 Codex 对话。点击“处理此任务”可新建或继续任务对话。若要启动其他运行工具，请在 Zeus 桌面端操作。',\n                'This task has a Codex conversation. Select Work on this task to start or continue a task conversation. To start other tools, use the Zeus desktop app.',\n              )"",""this.text(\n                '此任务已有 Codex 对话。点击“处理此任务”可新建或继续任务对话。若要启动其他运行工具，请在 Zeus 桌面端操作。',\n                'This task has a Codex conversation. Select Work on this task to start or continue a task conversation. To start other tools, use the Zeus desktop app.',\n              )"",""this.text('使用下方按钮操作，按钮在 10 分钟内有效。', 'Use the buttons below. They are valid for 10 minutes.')"",""this.text('使用下方按钮操作，按钮在 10 分钟内有效。', 'Use the buttons below. They are valid for 10 minutes.')""]"
"packages/local-server/src/imTelegramService.ts","taskCreatePromptView.text","已改写","1449;1449;1451;1451;1452;1452","[{""scope"":""taskCreatePromptView.text"",""line"":1339,""text"":""新建任务""},{""scope"":""taskCreatePromptView.text"",""line"":1339,""text"":""请直接发送任务标题，也可以随消息附带文件。""},{""scope"":""taskCreatePromptView.text"",""line"":1339,""text"":""发送其他命令会取消本次新建；按钮和输入 10 分钟内有效。""}]","[{""scope"":""taskCreatePromptView.text"",""line"":1449,""text"":""新建任务""},{""scope"":""taskCreatePromptView.text"",""line"":1451,""text"":""请发送任务标题，也可以附带文件。""},{""scope"":""taskCreatePromptView.text"",""line"":1452,""text"":""发送其他命令会取消新建任务；请在 10 分钟内填写。""}]","[{""scope"":""taskCreatePromptView.text"",""line"":1449,""text"":""New task""},{""scope"":""taskCreatePromptView.text"",""line"":1451,""text"":""Send the task title. You can attach files to your message.""},{""scope"":""taskCreatePromptView.text"",""line"":1452,""text"":""Sending another command cancels task creation. Enter the title within 10 minutes.""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text('新建任务', 'New task')"",""this.text('新建任务', 'New task')"",""this.text('请发送任务标题，也可以附带文件。', 'Send the task title. You can attach files to your message.')"",""this.text('请发送任务标题，也可以附带文件。', 'Send the task title. You can attach files to your message.')"",""this.text('发送其他命令会取消新建任务；请在 10 分钟内填写。', 'Sending another command cancels task creation. Enter the title within 10 minutes.')"",""this.text('发送其他命令会取消新建任务；请在 10 分钟内填写。', 'Sending another command cancels task creation. Enter the title within 10 minutes.')""]"
"packages/local-server/src/imTelegramService.ts","taskCreatePromptView.inlineKeyboard.text","已改写","1454;1454","[{""scope"":""taskCreatePromptView.inlineKeyboard.text"",""line"":1340,""text"":""取消新建""}]","[{""scope"":""taskCreatePromptView.inlineKeyboard.text"",""line"":1454,""text"":""取消新建""}]","[{""scope"":""taskCreatePromptView.inlineKeyboard.text"",""line"":1454,""text"":""Cancel creation""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text('取消新建', 'Cancel creation')"",""this.text('取消新建', 'Cancel creation')""]"
"packages/local-server/src/imTelegramService.ts","taskPushTargetView.inlineKeyboard.text","已改写","1468;1468;1472;1478;1478","[{""scope"":""taskPushTargetView.inlineKeyboard.text"",""line"":1354,""text"":""新建任务会话""},{""scope"":""taskPushTargetView.inlineKeyboard.text"",""line"":1357,""text"":""${current?.id === conversation.id ? '当前 · ' : '继续 · '}${compactConversationTitle(conversation.title)}""},{""scope"":""taskPushTargetView.inlineKeyboard.text"",""line"":1361,""text"":""‹ 返回任务详情""}]","[{""scope"":""taskPushTargetView.inlineKeyboard.text"",""line"":1468,""text"":""新建任务对话""},{""scope"":""taskPushTargetView.inlineKeyboard.text"",""line"":1472,""text"":""${current?.id === conversation.id ? '当前 · ' : '继续 · '}${compactConversationTitle(this.options.language?.() ?? 'zh-CN', conversation.title)}""},{""scope"":""taskPushTargetView.inlineKeyboard.text"",""line"":1478,""text"":""‹ 返回任务详情""}]","[{""scope"":""taskPushTargetView.inlineKeyboard.text"",""line"":1468,""text"":""New task conversation""},{""scope"":""taskPushTargetView.inlineKeyboard.text"",""line"":1478,""text"":""‹ Back to task details""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text('新建任务对话', 'New task conversation')"",""this.text('新建任务对话', 'New task conversation')"",""this.text(\n            `${current?.id === conversation.id ? '当前 · ' : '继续 · '}${compactConversationTitle(this.options.language?.() ?? 'zh-CN', conversation.title)}`,\n            `${current?.id === conversation.id ? 'Current · ' : 'Continue · '}${compactConversationTitle(this.options.language?.() ?? 'zh-CN', conversation.title)}`,\n          )"",""this.text('‹ 返回任务详情', '‹ Back to task details')"",""this.text('‹ 返回任务详情', '‹ Back to task details')""]"
"packages/local-server/src/imTelegramService.ts","taskPushTargetView.text","已改写","1482;1482;1484;1484;1485;1485;1486;1486;1487;1487","[{""scope"":""taskPushTargetView.text"",""line"":1365,""text"":""${task.taskCode} · 处理此任务""},{""scope"":""taskPushTargetView.text"",""line"":1367,""text"":""请选择把任务发送到哪里：""},{""scope"":""taskPushTargetView.text"",""line"":1368,""text"":""- 新建任务会话：使用当前 Agent Preset 建立独立上下文。""},{""scope"":""taskPushTargetView.text"",""line"":1369,""text"":""- 继续历史任务会话：只展示属于该任务的可用会话。""},{""scope"":""taskPushTargetView.text"",""line"":1370,""text"":""当前没有可继续的历史任务会话。"",""when"":[""conversations.length === 0""]}]","[{""scope"":""taskPushTargetView.text"",""line"":1482,""text"":""${task.taskCode} · 处理此任务""},{""scope"":""taskPushTargetView.text"",""line"":1484,""text"":""请选择把任务发送到哪里：""},{""scope"":""taskPushTargetView.text"",""line"":1485,""text"":""- 新建任务对话：使用当前智能体配置开始新的对话。""},{""scope"":""taskPushTargetView.text"",""line"":1486,""text"":""- 继续历史任务对话：从此任务已有的对话中选择。""},{""scope"":""taskPushTargetView.text"",""line"":1487,""text"":""此任务没有可继续的历史对话。"",""when"":[""conversations.length === 0""]}]","[{""scope"":""taskPushTargetView.text"",""line"":1482,""text"":""${task.taskCode} · Work on this task""},{""scope"":""taskPushTargetView.text"",""line"":1484,""text"":""Choose where to send the task:""},{""scope"":""taskPushTargetView.text"",""line"":1485,""text"":""- New task conversation: start a separate conversation with the current agent settings.""},{""scope"":""taskPushTargetView.text"",""line"":1486,""text"":""- Continue a task conversation: choose an existing conversation for this task.""},{""scope"":""taskPushTargetView.text"",""line"":1487,""text"":""This task has no past conversations available to continue."",""when"":[""conversations.length === 0""]}]","[""conversations.length === 0""]","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text(`${task.taskCode} · 处理此任务`, `${task.taskCode} · Work on this task`)"",""this.text(`${task.taskCode} · 处理此任务`, `${task.taskCode} · Work on this task`)"",""this.text('请选择把任务发送到哪里：', 'Choose where to send the task:')"",""this.text('请选择把任务发送到哪里：', 'Choose where to send the task:')"",""this.text('- 新建任务对话：使用当前智能体配置开始新的对话。', '- New task conversation: start a separate conversation with the current agent settings.')"",""this.text('- 新建任务对话：使用当前智能体配置开始新的对话。', '- New task conversation: start a separate conversation with the current agent settings.')"",""this.text('- 继续历史任务对话：从此任务已有的对话中选择。', '- Continue a task conversation: choose an existing conversation for this task.')"",""this.text('- 继续历史任务对话：从此任务已有的对话中选择。', '- Continue a task conversation: choose an existing conversation for this task.')"",""this.text('此任务没有可继续的历史对话。', 'This task has no past conversations available to continue.')"",""this.text('此任务没有可继续的历史对话。', 'This task has no past conversations available to continue.')""]"
"packages/local-server/src/imTelegramService.ts","taskStatusMenuView.text","已改写","1511;1511;1514;1514;1515;1517;1517","[{""scope"":""taskStatusMenuView.text"",""line"":1394,""text"":""‹ 返回任务详情""},{""scope"":""taskStatusMenuView.text"",""line"":1396,""text"":""${task.taskCode} · 修改项目状态""},{""scope"":""taskStatusMenuView.text"",""line"":1396,""text"":""当前：${this.taskStatusLabel(connection.projectId, task.managementStatus)}""},{""scope"":""taskStatusMenuView.text"",""line"":1396,""text"":""完成或取消类终态可能清理会话与工作区，请在 Zeus 桌面端处理。""}]","[{""scope"":""taskStatusMenuView.text"",""line"":1511,""text"":""‹ 返回任务详情""},{""scope"":""taskStatusMenuView.text"",""line"":1514,""text"":""${task.taskCode} · 修改任务状态""},{""scope"":""taskStatusMenuView.text"",""line"":1515,""text"":""当前：${this.taskStatusLabel(connection.projectId, task.managementStatus)}""},{""scope"":""taskStatusMenuView.text"",""line"":1517,""text"":""完成或取消任务可能停止对话并删除工作目录中的修改，请在 Zeus 桌面端确认。""}]","[{""scope"":""taskStatusMenuView.text"",""line"":1511,""text"":""‹ Back to task details""},{""scope"":""taskStatusMenuView.text"",""line"":1514,""text"":""${task.taskCode} · Change task status""},{""scope"":""taskStatusMenuView.text"",""line"":1517,""text"":""Completing or cancelling a task may stop conversations and delete changes in its working folder. Confirm this in the Zeus desktop app.""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text('‹ 返回任务详情', '‹ Back to task details')"",""this.text('‹ 返回任务详情', '‹ Back to task details')"",""this.text(`${task.taskCode} · 修改任务状态`, `${task.taskCode} · Change task status`)"",""this.text(`${task.taskCode} · 修改任务状态`, `${task.taskCode} · Change task status`)"",""this.text(`当前：${this.taskStatusLabel(connection.projectId, task.managementStatus)}`, `Current: ${this.taskStatusLabel(connection.projectId, task.managementStatus)}`)"",""this.text('完成或取消任务可能停止对话并删除工作目录中的修改，请在 Zeus 桌面端确认。', 'Completing or cancelling a task may stop conversations and delete changes in its working folder. Confirm this in the Zeus desktop app.')"",""this.text('完成或取消任务可能停止对话并删除工作目录中的修改，请在 Zeus 桌面端确认。', 'Completing or cancelling a task may stop conversations and delete changes in its working folder. Confirm this in the Zeus desktop app.')""]"
"packages/local-server/src/imTelegramService.ts","taskEditPromptView.text","已改写","1528;1528;1529;1529","[{""scope"":""taskEditPromptView.text"",""line"":1403,""text"":""请直接发送新的${field === 'title' ? '标题' : '描述'}。""},{""scope"":""taskEditPromptView.text"",""line"":1403,""text"":""发送其他命令会取消本次编辑；按钮和输入 10 分钟内有效。""}]","[{""scope"":""taskEditPromptView.text"",""line"":1528,""text"":""请直接发送新的${field === 'title' ? '标题' : '描述'}。""},{""scope"":""taskEditPromptView.text"",""line"":1529,""text"":""发送其他命令会取消编辑；请在 10 分钟内填写。""}]","[{""scope"":""taskEditPromptView.text"",""line"":1528,""text"":""Send the new ${field === 'title' ? 'title' : 'description'}.""},{""scope"":""taskEditPromptView.text"",""line"":1529,""text"":""Sending another command cancels this edit. Enter your changes within 10 minutes.""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text(`请直接发送新的${field === 'title' ? '标题' : '描述'}。`, `Send the new ${field === 'title' ? 'title' : 'description'}.`)"",""this.text(`请直接发送新的${field === 'title' ? '标题' : '描述'}。`, `Send the new ${field === 'title' ? 'title' : 'description'}.`)"",""this.text('发送其他命令会取消编辑；请在 10 分钟内填写。', 'Sending another command cancels this edit. Enter your changes within 10 minutes.')"",""this.text('发送其他命令会取消编辑；请在 10 分钟内填写。', 'Sending another command cancels this edit. Enter your changes within 10 minutes.')""]"
"packages/local-server/src/imTelegramService.ts","taskEditPromptView.inlineKeyboard.text","已改写","1531;1531","[{""scope"":""taskEditPromptView.inlineKeyboard.text"",""line"":1404,""text"":""取消编辑""}]","[{""scope"":""taskEditPromptView.inlineKeyboard.text"",""line"":1531,""text"":""取消编辑""}]","[{""scope"":""taskEditPromptView.inlineKeyboard.text"",""line"":1531,""text"":""Cancel edit""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text('取消编辑', 'Cancel edit')"",""this.text('取消编辑', 'Cancel edit')""]"
"packages/local-server/src/imTelegramService.ts","taskCancelConfirmationView.text","已改写","1542;1542","[{""scope"":""taskCancelConfirmationView.text"",""line"":1412,""text"":""确认取消该任务？运行中的会话会被停止，此操作不会自动恢复。""}]","[{""scope"":""taskCancelConfirmationView.text"",""line"":1542,""text"":""取消此任务？正在运行的对话会停止，需要你手动恢复才能继续。""}]","[{""scope"":""taskCancelConfirmationView.text"",""line"":1542,""text"":""Cancel this task? Running conversations will stop and must be resumed manually to continue.""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text('取消此任务？正在运行的对话会停止，需要你手动恢复才能继续。', 'Cancel this task? Running conversations will stop and must be resumed manually to continue.')"",""this.text('取消此任务？正在运行的对话会停止，需要你手动恢复才能继续。', 'Cancel this task? Running conversations will stop and must be resumed manually to continue.')""]"
"packages/local-server/src/imTelegramService.ts","taskCancelConfirmationView.inlineKeyboard.text","已改写","1545;1545;1546;1546","[{""scope"":""taskCancelConfirmationView.inlineKeyboard.text"",""line"":1414,""text"":""确认取消任务""},{""scope"":""taskCancelConfirmationView.inlineKeyboard.text"",""line"":1415,""text"":""返回任务详情""}]","[{""scope"":""taskCancelConfirmationView.inlineKeyboard.text"",""line"":1545,""text"":""确认取消任务""},{""scope"":""taskCancelConfirmationView.inlineKeyboard.text"",""line"":1546,""text"":""返回任务详情""}]","[{""scope"":""taskCancelConfirmationView.inlineKeyboard.text"",""line"":1545,""text"":""Confirm cancellation""},{""scope"":""taskCancelConfirmationView.inlineKeyboard.text"",""line"":1546,""text"":""Back to task details""}]","进入此函数或词典键对应的界面；详见当前入口","文案本身不执行操作；沿用入口既有回调与状态限制","[""this.text('确认取消任务', 'Confirm cancellation')"",""this.text('确认取消任务', 'Confirm cancellation')"",""this.text('返回任务详情', 'Back to task details')"",""this.text('返回任务详情', 'Back to task details')""]"
